,person,event,label,Bom,timestamp,mean_conversion,vistas mayor a 2
6077,5171293a,2.0,0,7.0,,0.0,True
6078,51758cb6,1.6666666666666667,0,31.0,,0.0,True
6079,5176c95f,3.0,0,1.0,,0.0,True
6080,517a7a96,2.0,0,24.0,,0.0,True
6081,517bc9df,1.0,0,2.0,,0.0,True
6082,5181137d,1.0,0,10.0,,0.0,True
6083,51895865,1.0,0,4.0,,0.0,True
6084,5189cfcd,2.0,0,8.0,,0.0,True
6085,518f4524,1.0,0,3.0,,0.0,False
6086,5190860c,1.0,0,0.0,,0.0,False
6087,5192f41e,1.5,0,16.0,,0.0,True
6088,519420f1,2.5,0,14.0,1.0,0.16666666666666666,True
6089,51995ce1,1.5,0,16.0,,0.0,True
6090,519a8456,1.0,0,2.0,,0.0,True
6091,519da79d,1.0,1,4.0,,0.0,True
6092,519e0d4b,1.5,0,23.0,,0.0,True
6093,51a0aa4f,2.0,0,18.0,,0.0,True
6094,51a36912,1.0,0,3.0,,0.0,False
6095,51ac5a4e,1.0,0,3.0,,0.0,True
6096,51ada1af,1.0,0,3.0,,0.0,False
6097,51adc359,1.0,0,37.0,,0.0,True
6098,51afbb28,1.0,0,0.0,,0.0,True
6099,51b12f3b,1.25,0,20.0,1.0,0.16666666666666666,True
6100,51b2b8a4,1.0,0,6.0,,0.0,True
6101,51b2e3f7,1.0,0,8.0,,0.0,True
6102,51b3b441,1.0,0,0.0,,0.0,False
6103,51b4b01a,2.0,0,4.0,,0.0,True
6104,51b4cc42,2.2,0,21.0,1.0,0.16666666666666666,True
6105,51b7f3d7,1.0,0,10.0,,0.0,True
6106,51b84636,2.0,0,1.0,,0.0,False
6107,51bc3601,1.0,0,9.0,,0.0,True
6108,51c15f39,1.0,0,5.0,,0.0,True
6109,51c17c47,2.0,0,7.0,,0.0,True
6110,51c2dc5b,1.0,0,3.0,,0.0,True
6111,51c4b23b,1.0,0,0.0,,0.0,False
6112,51c519e9,1.0,0,4.0,1.0,0.16666666666666666,False
6113,51c89816,1.2,0,7.0,,0.0,True
6114,51cecf11,1.5,0,35.0,,0.0,True
6115,51d8195c,1.0,0,8.0,,0.0,True
6116,51d9b48c,1.6,0,23.0,,0.0,True
6117,51dddbe9,2.0,0,5.0,,0.0,True
6118,51f4fd9b,1.0,0,3.0,,0.0,False
6119,51f81030,1.6666666666666667,1,5.0,,0.0,True
6120,51fdbb43,1.5,0,1.0,,0.0,False
6121,51fde0cb,1.5,1,32.0,,0.0,True
6122,52002f94,1.0,0,6.0,,0.0,True
6123,52020b08,1.0,0,0.0,,0.0,False
6124,520a4f00,1.0,0,0.0,,0.0,False
6125,520b0246,2.5,0,17.0,,0.0,True
6126,520c8e39,1.0,0,0.0,3.0,0.5,True
6127,520d5a4c,2.0,0,65.0,2.0,0.3333333333333333,True
6128,52140768,1.0,0,0.0,,0.0,True
6129,52162483,1.25,0,30.0,,0.0,True
6130,521f9b02,1.0,0,4.0,,0.0,False
6131,522185b9,1.3333333333333333,0,0.0,,0.0,False
6132,5223a970,1.25,0,20.0,,0.0,True
6133,522b7b3f,2.0,0,6.0,,0.0,True
6134,522c15ec,1.0,0,4.0,,0.0,True
6135,522d3e8e,1.5,0,5.0,1.0,0.16666666666666666,True
6136,5230f37c,1.0,0,20.0,,0.0,True
6137,5234811d,1.0,0,1.0,,0.0,True
6138,5237435e,2.0,0,11.0,,0.0,True
6139,5237db81,1.6666666666666667,0,3.0,1.0,0.16666666666666666,True
6140,523eddfa,1.0,0,3.0,,0.0,True
6141,52463b37,2.0,0,2.0,,0.0,False
6142,5247afae,1.0,0,2.0,,0.0,False
6143,52538a81,1.0,0,2.0,,0.0,True
6144,52562f3e,1.75,0,14.0,,0.0,True
6145,52575373,1.0,0,0.0,,0.0,False
6146,525df53b,1.5,0,10.0,,0.0,True
6147,525fd206,1.0,0,1.0,,0.0,False
6148,52644054,1.4,0,24.0,,0.0,True
6149,5265afb4,1.7142857142857142,0,6.0,,0.0,True
6150,52663a2f,1.0,0,2.0,,0.0,False
6151,526f5375,1.0,0,4.0,,0.0,False
6152,5279d044,1.0,0,3.0,,0.0,False
6153,527b79f0,2.0,0,13.0,,0.0,True
6154,5282399d,1.4,0,9.0,,0.0,True
6155,5285da82,1.0,0,0.0,,0.0,False
6156,5287cea6,1.5,0,5.0,,0.0,True
6157,52897045,1.0,0,0.0,,0.0,False
6158,52919e5a,3.5,0,16.0,,0.0,True
6159,5292f007,1.5,0,4.0,,0.0,True
6160,5293ba6d,1.0,0,0.0,,0.0,False
6161,5297ebd0,3.2,0,100.0,2.0,0.3333333333333333,True
6162,52985f81,2.25,0,13.0,,0.0,True
6163,52a1cf31,1.0,0,0.0,,0.0,False
6164,52a4f0b6,2.0,0,391.0,,0.0,True
6165,52a7f17d,1.0,0,1.0,,0.0,False
6166,52a91b04,2.5,0,24.0,,0.0,True
6167,52a9a0fe,2.7142857142857144,0,31.0,2.0,0.3333333333333333,True
6168,52aa6656,1.4,0,9.0,,0.0,True
6169,52aad1b0,1.5,0,2.0,,0.0,True
6170,52ab7777,1.0,0,14.0,,0.0,True
6171,52ac5248,3.6666666666666665,1,17.0,,0.0,True
6172,52af6dda,1.6666666666666667,0,0.0,,0.0,False
6173,52b01916,1.0,0,1.0,,0.0,False
6174,52b01e32,1.6,0,26.0,,0.0,True
6175,52b93f45,1.5,0,48.0,,0.0,True
6176,52bda0b4,1.5,0,13.0,,0.0,True
6177,52c09055,5.571428571428571,0,26.0,,0.0,True
6178,52c2313f,1.0,0,4.0,,0.0,True
6179,52c67e00,2.142857142857143,1,54.0,1.0,0.16666666666666666,True
6180,52c7b14d,5.5,0,50.0,,0.0,True
6181,52c918f2,1.0,0,0.0,,0.0,False
6182,52ca65bd,1.5,0,7.0,,0.0,False
6183,52ccbf5d,1.8,0,21.0,,0.0,True
6184,52d49f0b,1.0,0,2.0,,0.0,True
6185,52d78fb8,1.0,0,14.0,,0.0,True
6186,52dc7ad3,3.5,0,89.0,,0.0,True
6187,52dcc4f7,1.0,0,1.0,,0.0,False
6188,52e74c60,1.0,0,5.0,,0.0,True
6189,52f04296,1.0,0,5.0,,0.0,True
6190,52f1b098,1.0,0,0.0,,0.0,True
6191,52f33b59,1.0,0,2.0,,0.0,False
6192,52fda623,1.0,0,3.0,,0.0,False
6193,53013f62,4.0,0,25.0,,0.0,True
6194,5304aad8,1.0,0,2.0,,0.0,False
6195,5304d498,7.142857142857142,0,95.0,1.0,0.16666666666666666,True
6196,530ab705,1.0,1,0.0,,0.0,False
6197,53100cdd,1.0,0,0.0,,0.0,False
6198,5311221b,1.5,0,2.0,,0.0,True
6199,5319a08c,1.0,0,0.0,,0.0,False
6200,531c1f00,1.0,0,1.0,,0.0,False
6201,531c91f4,3.0,0,30.0,,0.0,True
6202,53207e25,1.0,0,23.0,,0.0,True
6203,532663b2,1.0,0,0.0,,0.0,False
6204,5326c508,1.0,0,0.0,,0.0,False
6205,5327cc90,1.8333333333333333,0,9.0,,0.0,True
6206,532a0f2e,1.0,0,31.0,,0.0,True
6207,532bf45d,1.0,0,1.0,,0.0,True
6208,532c3f3e,1.6666666666666667,0,6.0,,0.0,True
6209,532e50c9,1.0,0,8.0,,0.0,True
6210,53310f1e,6.0,0,204.0,3.0,0.5,True
6211,53327b2e,1.0,0,16.0,,0.0,True
6212,5334568c,1.0,0,3.0,,0.0,False
6213,5345f530,2.0,0,0.0,,0.0,True
6214,534665c6,2.333333333333333,0,17.0,,0.0,True
6215,534819ac,2.0,0,9.0,,0.0,True
6216,53537f1e,1.0,0,0.0,,0.0,True
6217,535460dc,1.6666666666666667,0,8.0,,0.0,True
6218,5358c5e9,10.0,0,207.0,,0.0,True
6219,5359a1ab,1.0,0,1.0,,0.0,True
6220,535e0895,2.5,0,17.0,1.0,0.16666666666666666,True
6221,5361381b,1.0,0,2.0,,0.0,False
6222,5361e416,1.0,0,0.0,,0.0,False
6223,53626cc1,1.0,0,0.0,,0.0,False
6224,536fd101,1.0,1,1.0,,0.0,False
6225,537040af,2.5,0,4.0,1.0,0.16666666666666666,True
6226,53744476,1.0,0,10.0,,0.0,True
6227,5378678e,1.3333333333333333,0,4.0,,0.0,True
6228,5378f6ff,1.0,0,20.0,,0.0,True
6229,537a90ff,4.2,0,0.0,1.0,0.16666666666666666,True
6230,537cb3a9,1.0,0,1.0,,0.0,True
6231,53894fd0,1.0,0,2.0,,0.0,False
6232,538a8b6d,3.2857142857142856,0,51.0,2.0,0.3333333333333333,True
6233,538aec65,1.25,0,36.0,,0.0,True
6234,538bd8d1,1.0,0,2.0,,0.0,False
6235,538bdbc8,1.4,0,28.0,,0.0,True
6236,538c3e87,1.3333333333333333,1,14.0,,0.0,True
6237,53943251,1.0,0,11.0,,0.0,True
6238,539de5e5,1.0,0,6.0,,0.0,True
6239,539ef773,3.0,0,12.0,,0.0,True
6240,53a01f1e,9.857142857142858,0,119.0,,0.0,True
6241,53a409c8,1.75,1,7.0,1.0,0.16666666666666666,True
6242,53a59ded,1.0,0,5.0,,0.0,False
6243,53a7b160,1.0,0,0.0,,0.0,False
6244,53aa7b4a,1.0,0,2.0,,0.0,True
6245,53acc994,2.333333333333333,0,6.0,1.0,0.16666666666666666,True
6246,53b0bacd,1.0,0,0.0,,0.0,False
6247,53b0d04b,1.0,0,6.0,,0.0,False
6248,53b6269d,1.5,0,6.0,,0.0,True
6249,53b95186,1.2,0,7.0,,0.0,True
6250,53b9ea87,1.0,0,0.0,,0.0,False
6251,53c30d6e,2.0,0,4.0,,0.0,True
6252,53c46ef8,1.75,0,6.0,,0.0,True
6253,53c81d66,1.6,0,17.0,,0.0,True
6254,53c85ca4,1.0,0,0.0,,0.0,False
6255,53c9b07b,1.0,0,10.0,,0.0,True
6256,53cc92da,2.0,0,8.0,1.0,0.16666666666666666,True
6257,53cfdbb6,4.0,0,178.0,,0.0,True
6258,53d5158f,1.0,0,5.0,,0.0,True
6259,53d5870d,1.0,0,17.0,,0.0,True
6260,53e8e8ee,1.0,0,9.0,,0.0,True
6261,53f01641,1.3333333333333333,0,31.0,,0.0,True
6262,53f336d6,3.75,0,29.0,,0.0,True
6263,53fced54,2.0,0,18.0,,0.0,True
6264,5406dca4,1.0,0,3.0,,0.0,True
6265,54108b9f,3.0,0,30.0,,0.0,True
6266,5413d798,1.5,0,41.0,,0.0,True
6267,54167bf7,1.0,0,0.0,,0.0,False
6268,5419a063,1.75,0,27.0,,0.0,True
6269,54221b45,1.5,0,21.0,,0.0,True
6270,5423158b,3.0,0,7.0,1.0,0.16666666666666666,True
6271,5423f466,2.0,0,1.0,,0.0,True
6272,542cb3ec,1.0,0,14.0,1.0,0.16666666666666666,True
6273,542d3678,1.0,0,20.0,,0.0,True
6274,542db918,1.0,0,6.0,,0.0,True
6275,542e1c8a,2.6666666666666665,0,2.0,1.0,0.16666666666666666,True
6276,543064bb,1.0,0,8.0,,0.0,True
6277,5431af53,1.0,0,0.0,,0.0,False
6278,54358ebe,2.0,0,2.0,,0.0,True
6279,543876ce,1.0,0,0.0,,0.0,True
6280,5439d2cf,1.0,0,6.0,,0.0,True
6281,543a1d27,1.0,0,2.0,,0.0,False
6282,543a6bdb,1.0,0,1.0,,0.0,True
6283,543cb08e,1.0,0,0.0,,0.0,False
6284,543cdd29,1.6,0,24.0,,0.0,True
6285,544472be,2.0,1,26.0,,0.0,True
6286,54451dc0,1.25,0,1.0,,0.0,True
6287,54478477,1.0,0,16.0,,0.0,True
6288,544aaf42,4.2,1,62.0,3.0,0.5,True
6289,544b8328,1.75,0,48.0,,0.0,True
6290,5453df2d,1.6666666666666667,0,12.0,,0.0,False
6291,545814ae,1.5,0,7.0,,0.0,True
6292,54589fc4,2.0,0,1.0,,0.0,True
6293,5458f9d5,3.0,0,2.0,,0.0,True
6294,545abc26,1.0,0,8.0,1.0,0.16666666666666666,False
6295,545c1ccd,2.5,0,17.0,,0.0,True
6296,54613c99,1.8333333333333333,0,4.0,,0.0,True
6297,54633dbb,2.0,1,3.0,,0.0,False
6298,5465f7a8,1.0,0,3.0,,0.0,False
6299,54668bc2,2.5,0,73.0,,0.0,True
6300,5467b6ab,1.0,0,2.0,,0.0,False
6301,546a15f6,1.0,0,19.0,,0.0,True
6302,546d74f1,1.5,0,5.0,,0.0,True
6303,546e29f0,1.5,0,24.0,,0.0,True
6304,547419fe,4.25,0,121.0,3.0,0.5,True
6305,54771473,1.0,0,17.0,,0.0,True
6306,5480121b,1.2,0,15.0,,0.0,True
6307,5485543d,1.4,0,9.0,,0.0,True
6308,5485f111,1.0,0,0.0,,0.0,False
6309,54898687,2.0,0,0.0,,0.0,True
6310,548c47da,1.0,0,6.0,,0.0,False
6311,54924b41,1.0,0,10.0,,0.0,True
6312,5492cfa7,1.0,0,0.0,,0.0,True
6313,54962f61,1.0,0,1.0,1.0,0.16666666666666666,False
6314,549857e8,1.0,0,7.0,,0.0,True
6315,549acb45,1.5,0,20.0,1.0,0.16666666666666666,True
6316,54a175ae,2.0,0,0.0,,0.0,False
6317,54a1e727,1.5,0,1.0,,0.0,True
6318,54a2de05,2.2,1,5.0,,0.0,True
6319,54a9e8c5,1.0,0,0.0,,0.0,False
6320,54aab0cf,1.0,0,0.0,,0.0,True
6321,54ad9165,7.333333333333332,0,279.0,,0.0,True
6322,54b19674,4.0,0,15.0,,0.0,True
6323,54b265f6,1.0,0,6.0,,0.0,True
6324,54b5f1cb,1.6,0,0.0,,0.0,True
6325,54bb2da1,1.0,0,2.0,,0.0,False
6326,54bb7539,2.5,1,23.0,,0.0,True
6327,54bb91bf,1.8,0,16.0,,0.0,True
6328,54c1fa17,1.0,0,6.0,,0.0,True
6329,54c6001b,1.0,0,20.0,,0.0,True
6330,54c97639,1.0,0,0.0,,0.0,False
6331,54d19310,1.5,0,3.0,,0.0,False
6332,54d29a63,2.75,0,10.0,,0.0,True
6333,54d60b2e,1.5,0,4.0,,0.0,False
6334,54d9e8da,1.0,0,1.0,,0.0,True
6335,54daf07f,1.0,0,2.0,,0.0,True
6336,54de5d42,2.8,0,53.0,,0.0,True
6337,54df0d3b,1.3333333333333333,0,4.0,,0.0,True
6338,54df7980,1.0,0,11.0,,0.0,True
6339,54e0c518,4.0,0,22.0,,0.0,True
6340,54e8713c,1.0,0,4.0,,0.0,True
6341,54e997f5,3.5,0,11.0,,0.0,True
6342,54eddef0,1.0,0,4.0,,0.0,True
6343,54eff131,1.0,0,1.0,,0.0,False
6344,54f33a39,3.8571428571428568,0,58.0,,0.0,True
6345,54f70047,2.0,0,4.0,,0.0,True
6346,54fb59e3,2.0,1,2.0,,0.0,True
6347,54ff016c,2.0,0,37.0,,0.0,True
6348,55023bb9,1.0,0,0.0,,0.0,False
6349,5506912f,1.0,0,5.0,,0.0,True
6350,550911e5,1.5,0,0.0,,0.0,False
6351,550add46,2.833333333333333,0,40.0,,0.0,True
6352,551292f4,1.0,0,1.0,,0.0,True
6353,5513ea0f,1.0,0,3.0,,0.0,True
6354,5514dddb,1.5,0,6.0,,0.0,True
6355,5515207d,1.0,0,2.0,,0.0,False
6356,551b51f3,1.0,0,0.0,,0.0,False
6357,551c8b8d,1.6666666666666667,0,8.0,,0.0,True
6358,551fad73,1.0,0,7.0,1.0,0.16666666666666666,True
6359,55211b81,1.0,0,2.0,,0.0,True
6360,5523ce26,1.3333333333333333,0,5.0,,0.0,True
6361,552a33f3,3.0,0,11.0,,0.0,True
6362,5537640f,2.5,0,43.0,,0.0,True
6363,553b63de,2.0,0,1.0,,0.0,True
6364,553b85ca,1.0,0,8.0,4.0,0.6666666666666666,True
6365,5543c30c,1.0,0,12.0,,0.0,True
6366,554a5a11,1.0,0,1.0,,0.0,True
6367,554f26f0,1.0,0,4.0,,0.0,False
6368,554ffcb6,1.0,0,16.0,,0.0,True
6369,5551fc07,1.0,0,0.0,,0.0,False
6370,5558396d,13.285714285714285,0,107.0,3.0,0.5,True
6371,55592f88,1.3333333333333333,0,3.0,,0.0,True
6372,55598a82,3.4285714285714284,0,44.0,,0.0,True
6373,555d334a,1.0,0,3.0,,0.0,False
6374,555dd5b6,1.0,0,3.0,,0.0,False
6375,5565930b,1.0,0,5.0,,0.0,True
6376,556c9ed0,1.0,0,36.0,2.0,0.3333333333333333,True
6377,556ed89b,1.0,0,6.0,1.0,0.16666666666666666,True
6378,5576d0d8,1.0,0,0.0,,0.0,False
6379,5577775a,4.0,0,46.0,2.0,0.3333333333333333,True
6380,55785e4f,1.0,0,4.0,,0.0,True
6381,5579c2d2,1.0,0,4.0,,0.0,True
6382,557b28c0,2.0,0,12.0,,0.0,True
6383,557c199d,2.0,0,3.0,1.0,0.16666666666666666,False
6384,557c2221,1.0,0,0.0,,0.0,False
6385,558032b4,1.0,0,3.0,,0.0,True
6386,55812547,2.0,0,4.0,,0.0,False
6387,55827b4b,1.5,1,65.0,,0.0,True
6388,55837a45,1.0,0,2.0,,0.0,False
6389,5588fa3f,1.0,0,0.0,,0.0,True
6390,55891a41,1.5,0,14.0,,0.0,True
6391,5589f1c6,1.3333333333333333,0,9.0,,0.0,True
6392,558e2994,1.0,0,6.0,,0.0,True
6393,558f09e1,1.0,0,6.0,,0.0,True
6394,55905680,1.0,0,4.0,,0.0,False
6395,55912693,1.0,0,0.0,,0.0,True
6396,559682c8,1.0,0,18.0,,0.0,True
6397,559c80d0,3.0,0,0.0,,0.0,False
6398,559ea44c,2.0,0,7.0,,0.0,True
6399,55a303a0,1.5,0,15.0,,0.0,True
6400,55a7179e,1.0,1,0.0,,0.0,False
6401,55a9fa00,2.833333333333333,0,38.0,,0.0,True
6402,55b732b9,1.0,0,1.0,,0.0,False
6403,55b86ea0,1.0,0,2.0,,0.0,False
6404,55b9149a,1.0,0,5.0,,0.0,True
6405,55b9caa7,3.1666666666666665,0,20.0,2.0,0.3333333333333333,True
6406,55ba9d8f,1.0,0,1.0,,0.0,True
6407,55bbcd16,1.0,0,2.0,,0.0,True
6408,55c0de86,2.0,0,16.0,3.0,0.5,True
6409,55c6b870,1.0,0,5.0,1.0,0.16666666666666666,False
6410,55c6d8b0,1.3333333333333333,0,2.0,,0.0,False
6411,55d29e58,1.0,0,16.0,,0.0,True
6412,55d2cd08,1.0,0,0.0,,0.0,False
6413,55d4701a,1.25,0,2.0,,0.0,True
6414,55e53eea,1.5,0,19.0,,0.0,True
6415,55e61e18,2.0,0,15.0,,0.0,True
6416,55e66a79,1.3333333333333333,0,6.0,,0.0,False
6417,55ea1f3b,1.0,0,27.0,,0.0,True
6418,55ea9ceb,1.0,0,1.0,,0.0,False
6419,55ead684,2.0,0,3.0,,0.0,False
6420,55f855dc,2.0,0,3.0,,0.0,True
6421,55f864eb,3.4285714285714284,0,69.0,,0.0,True
6422,55fa44bf,1.0,0,6.0,,0.0,True
6423,56008d8c,2.333333333333333,0,12.0,,0.0,True
6424,56009627,1.0,0,4.0,,0.0,True
6425,56011e68,2.0,1,23.0,1.0,0.16666666666666666,True
6426,5601f26c,1.0,0,2.0,,0.0,False
6427,56023b38,1.0,0,2.0,,0.0,False
6428,56076be2,1.0,0,4.0,,0.0,True
6429,5608d901,1.0,0,3.0,,0.0,False
6430,560a5a4f,1.3333333333333333,0,14.0,,0.0,True
6431,560b8f7e,1.0,0,0.0,,0.0,True
6432,560b9c83,1.0,0,24.0,,0.0,True
6433,560c3775,3.0,0,7.0,2.0,0.3333333333333333,True
6434,560cc874,2.0,0,13.0,,0.0,True
6435,560e7db4,5.0,0,55.0,2.0,0.3333333333333333,True
6436,561072f1,1.0,0,2.0,,0.0,False
6437,561229d9,2.0,0,3.0,,0.0,True
6438,561618b8,1.0,0,23.0,,0.0,True
6439,5620521a,1.0,0,13.0,,0.0,True
6440,56264c9e,1.0,0,1.0,,0.0,True
6441,5626bf94,1.0,0,19.0,,0.0,True
6442,5627d3b1,1.0,0,2.0,,0.0,False
6443,5628471e,1.0,0,4.0,,0.0,True
6444,562929c8,3.4285714285714284,1,73.0,,0.0,True
6445,562b4a70,3.4285714285714284,0,69.0,,0.0,True
6446,563a6c21,2.0,0,15.0,,0.0,True
6447,563b7706,1.0,0,3.0,,0.0,True
6448,563c2457,1.0,0,6.0,,0.0,True
6449,563c44ce,1.0,0,3.0,,0.0,True
6450,563fe3bf,1.0,0,2.0,,0.0,False
6451,5640ed69,2.0,0,4.0,,0.0,True
6452,56420299,1.0,0,2.0,,0.0,True
6453,56447505,1.5,0,1.0,,0.0,True
6454,56487ae7,1.0,0,0.0,,0.0,False
6455,564c3763,2.0,1,1.0,,0.0,True
6456,5650a375,1.5,0,7.0,,0.0,True
6457,5656d164,1.6666666666666667,0,26.0,,0.0,True
6458,5657de22,6.7142857142857135,0,279.0,1.0,0.16666666666666666,True
6459,56585e35,2.0,0,13.0,1.0,0.16666666666666666,True
6460,565b13cb,1.0,0,1.0,,0.0,False
6461,565f6516,2.0,0,27.0,,0.0,True
6462,5661d24b,1.0,0,0.0,,0.0,True
6463,5665c339,1.0,0,0.0,,0.0,False
6464,56682fd7,1.8571428571428568,0,37.0,,0.0,True
6465,56695c10,1.0,0,2.0,,0.0,False
6466,566feb23,2.0,0,2.0,,0.0,True
6467,5671d6a9,2.0,0,1.0,,0.0,False
6468,56728a33,1.8333333333333333,0,8.0,,0.0,True
6469,56789d06,1.0,0,3.0,,0.0,False
6470,56795e77,2.25,0,13.0,,0.0,True
6471,567c88f5,2.0,0,1.0,,0.0,True
6472,5680935a,1.0,0,0.0,,0.0,True
6473,56853c5b,1.0,0,3.0,,0.0,True
6474,5685f2ab,2.5,0,44.0,,0.0,True
6475,56890a15,2.333333333333333,0,31.0,,0.0,True
6476,568e97c6,1.0,0,3.0,,0.0,False
6477,5691cbf6,2.333333333333333,0,34.0,,0.0,True
6478,5692dec5,1.0,0,0.0,,0.0,False
6479,5693236f,1.0,0,57.0,,0.0,True
6480,56964777,1.0,0,3.0,,0.0,False
6481,569af484,1.0,0,2.0,,0.0,False
6482,569b353e,1.0,0,0.0,,0.0,False
6483,569e509f,1.0,0,0.0,,0.0,False
6484,569eb076,1.0,0,2.0,,0.0,True
6485,56a6492e,1.25,0,23.0,,0.0,True
6486,56a9754a,1.0,0,7.0,,0.0,True
6487,56ae00e3,1.0,0,6.0,,0.0,True
6488,56b0c4f1,2.5,0,37.0,,0.0,True
6489,56bc238b,3.2,0,115.0,,0.0,True
6490,56bc3f6f,1.0,0,0.0,,0.0,False
6491,56bdffc5,1.0,0,2.0,,0.0,False
6492,56c4c4ab,1.6,0,26.0,,0.0,True
6493,56c5408b,3.0,0,20.0,,0.0,True
6494,56c71f5e,1.0,0,6.0,,0.0,True
6495,56d3f4bb,1.0,0,2.0,,0.0,False
6496,56d759f8,1.0,0,1.0,,0.0,False
6497,56d81633,1.0,0,3.0,,0.0,True
6498,56da79c6,1.5,0,10.0,,0.0,True
6499,56dcb0f6,1.0,0,11.0,,0.0,True
6500,56dd817b,1.0,0,4.0,,0.0,True
6501,56df408a,2.0,0,2.0,,0.0,False
6502,56e064b0,1.5,0,33.0,,0.0,True
6503,56e395bb,2.0,0,7.0,,0.0,True
6504,56ea6cdc,1.0,0,4.0,,0.0,False
6505,56eb4396,1.5,0,5.0,,0.0,True
6506,56ed4c28,2.0,0,14.0,1.0,0.16666666666666666,True
6507,56ee4231,1.0,0,41.0,,0.0,True
6508,56eeab80,2.571428571428572,0,92.0,,0.0,True
6509,56f0197e,2.0,0,1.0,,0.0,False
6510,56f81755,1.8,0,15.0,,0.0,True
6511,56fd3f22,1.0,0,2.0,1.0,0.16666666666666666,True
6512,56fdec10,1.0,0,2.0,,0.0,False
6513,56ff322d,1.0,0,10.0,,0.0,True
6514,56ff4bb4,1.0,0,2.0,,0.0,True
6515,570029e3,3.0,0,14.0,1.0,0.16666666666666666,True
6516,5705170c,1.0,0,16.0,,0.0,True
6517,5709cc6c,2.0,0,1.0,1.0,0.16666666666666666,False
6518,570b4848,1.0,0,7.0,,0.0,True
6519,5714f434,2.5,0,7.0,,0.0,True
6520,5719dda5,1.0,0,1.0,,0.0,False
6521,571a9f5c,1.25,0,10.0,,0.0,True
6522,571cfa13,2.0,0,57.0,,0.0,True
6523,571e03c6,2.0,0,3.0,,0.0,True
6524,57207434,2.0,0,9.0,,0.0,True
6525,5720b2a2,1.0,0,2.0,,0.0,False
6526,57232fd1,2.5,0,18.0,,0.0,True
6527,57282c8c,1.0,0,3.0,,0.0,False
6528,5729a413,1.0,0,1.0,,0.0,True
6529,572b06d3,1.6666666666666667,0,34.0,,0.0,True
6530,5731916f,2.0,0,3.0,,0.0,False
6531,5733dad2,1.0,0,2.0,,0.0,False
6532,5735df27,1.5,0,19.0,,0.0,True
6533,573ac30e,2.5,0,2.0,,0.0,True
6534,573e8506,3.4,0,65.0,,0.0,True
6535,5749c77d,1.0,0,2.0,,0.0,False
6536,574ba252,2.0,0,16.0,,0.0,True
6537,574dcba9,1.4,0,11.0,2.0,0.3333333333333333,True
6538,574f0cb2,1.0,0,17.0,,0.0,True
6539,575ad645,4.142857142857143,0,38.0,,0.0,True
6540,5768416f,1.0,1,3.0,,0.0,True
6541,576ccda9,3.0,0,14.0,,0.0,True
6542,576cfca6,4.0,0,11.0,,0.0,True
6543,576d1af6,1.3333333333333333,0,36.0,1.0,0.16666666666666666,True
6544,57709aeb,1.0,0,3.0,,0.0,False
6545,5771f845,1.0,0,1.0,,0.0,False
6546,577293ad,1.0,0,0.0,,0.0,False
6547,577585da,1.5,0,5.0,,0.0,True
6548,57767b68,1.0,0,20.0,,0.0,True
6549,57821709,1.0,0,1.0,,0.0,False
6550,57826a2b,2.5,0,13.0,1.0,0.16666666666666666,True
6551,5782a0d3,1.0,0,8.0,,0.0,True
6552,57837972,1.0,0,2.0,,0.0,False
6553,57839df1,3.2,0,44.0,,0.0,True
6554,5783fe03,1.25,0,5.0,,0.0,True
6555,5785e298,1.0,0,3.0,,0.0,True
6556,578bfebf,1.0,0,2.0,,0.0,False
6557,578cefef,2.0,1,13.0,,0.0,True
6558,578d31e6,2.0,0,3.0,,0.0,True
6559,57900186,1.0,0,2.0,,0.0,False
6560,579126ec,3.0,0,15.0,,0.0,True
6561,5792deb4,2.0,1,7.0,,0.0,True
6562,57983316,1.75,0,5.0,,0.0,True
6563,579bbbac,2.0,0,2.0,,0.0,True
6564,579de34a,1.0,0,0.0,,0.0,False
6565,57a0164c,1.5,0,11.0,,0.0,True
6566,57a0a1ac,1.0,0,0.0,,0.0,False
6567,57a10714,1.0,0,5.0,,0.0,True
6568,57a26b97,1.75,0,114.0,3.0,0.5,True
6569,57aa4d35,2.0,0,3.0,1.0,0.16666666666666666,False
6570,57aa856e,2.5,0,6.0,,0.0,False
6571,57aa9ba0,1.0,0,1.0,,0.0,True
6572,57acfde4,1.0,0,0.0,,0.0,False
6573,57adf418,1.6,0,18.0,,0.0,True
6574,57ae3cb3,2.0,0,6.0,,0.0,True
6575,57aeefaa,2.0,0,5.0,,0.0,True
6576,57b7ecd9,1.0,0,2.0,,0.0,False
6577,57b8587e,1.0,0,1.0,,0.0,True
6578,57b9460f,2.0,0,25.0,,0.0,True
6579,57bab525,1.3333333333333333,0,15.0,1.0,0.16666666666666666,True
6580,57c1d126,2.333333333333333,0,5.0,,0.0,True
6581,57c33120,1.0,0,1.0,,0.0,True
6582,57c78c8a,1.0,0,2.0,,0.0,True
6583,57caeab4,1.0,0,3.0,,0.0,True
6584,57d22dce,1.0,0,11.0,,0.0,True
6585,57d2d639,3.0,0,2.0,,0.0,True
6586,57d3d01e,1.0,0,0.0,,0.0,False
6587,57de9fb3,2.0,0,4.0,1.0,0.16666666666666666,True
6588,57e006f0,1.5,0,12.0,,0.0,True
6589,57e9f4e5,1.3333333333333333,0,4.0,,0.0,True
6590,57ea2b7a,2.0,0,6.0,,0.0,True
