,person,label,periodo,ad campaign hit_mean,brand listing_mean,checkout_mean,conversion_mean,generic listing_mean,lead_mean,search engine hit_mean,searched products_mean,staticpage_mean,viewed product_mean,visited site_mean,Bom,Bom - Sem Touch ID,Excelente,Muito Bom,Novo,visitas_dom,visitas_lun,visitas_mar,visitas_mier,visitas_jue,visitas_vier,visitas_sab,conversiones_mean
2494,1965d791,0,9.25,5.75,10.5,1.25,0.0,2.0,0.5,1.5,1.25,3.0,48.5,5.25,25.75,0.0,9.5,14.5,0.0,1.0,1.5,2.0,0.25,0.5,0.0,0.0,0.0
2495,b84c1a01,0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2496,bc066ce7,0,11.0,0.0,0.0,1.0,1.0,4.0,0.0,3.0,9.0,0.0,9.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
2497,fd3e3204,0,9.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.5,0.0,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
2498,6f383a3c,0,11.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2499,270539aa,0,11.0,7.0,6.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,7.0,1.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500,7cef24cf,0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2501,7aab1177,0,10.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2502,43f1b5ae,0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2503,98b0c9a6,1,9.5,0.0,2.5,0.0,0.0,2.5,0.0,2.5,0.0,0.5,5.0,2.0,2.0,0.0,2.0,1.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0
2504,8023e034,0,10.0,2.3333333333333335,0.3333333333333333,0.6666666666666666,0.0,2.6666666666666665,0.0,0.6666666666666666,17.0,0.0,7.333333333333333,2.6666666666666665,1.0,0.0,1.0,6.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.3333333333333333,1.0,0.0
2505,993d6414,0,8.5,5.25,0.0,0.25,0.0,0.5,0.0,0.75,0.0,0.0,4.5,3.0,4.5,0.0,0.0,0.25,0.0,0.25,0.5,0.5,0.5,0.25,0.5,0.5,0.0
2506,df7a5dc7,0,10.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2507,7758de1f,0,10.0,5.333333333333333,0.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,10.0,4.0,3.6666666666666665,0.0,4.666666666666667,2.3333333333333335,0.0,0.0,0.0,2.0,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0
2508,77b5116b,0,10.5,0.5,0.0,1.0,0.0,1.5,0.0,0.5,4.0,0.0,59.0,4.5,23.0,0.5,11.0,25.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0
2509,d34adc28,0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2510,447b11d0,0,11.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2511,47e835a9,0,11.0,1.0,4.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,49.0,2.0,22.0,0.0,18.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2512,e699dc96,0,10.0,1.0,15.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,20.0,2.0,14.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2513,3969ff4d,0,10.5,1.0,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.5,3.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
2514,8e66c37d,0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2515,32019e95,0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2516,6bf36b7c,0,9.5,1.5,15.25,0.75,0.25,3.5,0.0,2.25,0.5,1.0,6.5,6.0,5.25,0.0,0.25,2.0,0.0,0.75,1.5,1.75,1.25,0.5,0.25,0.0,1.0
2517,65cd6227,0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2518,4ec72760,0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2519,d78537eb,0,9.666666666666666,9.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,5.666666666666667,0.0,2.3333333333333335,4.0,0.0,25.666666666666668,6.0,17.0,0.0,2.6666666666666665,9.0,0.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,2.0
2520,c28ab70f,0,10.0,7.0,3.0,1.0,0.0,6.0,0.0,7.0,2.0,0.0,27.0,5.0,11.0,2.0,9.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2521,0bfdedd7,0,10.0,6.666666666666667,10.333333333333334,0.6666666666666666,0.3333333333333333,1.0,0.0,0.6666666666666666,3.3333333333333335,0.0,15.0,5.666666666666667,8.666666666666666,1.0,2.3333333333333335,3.6666666666666665,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,0.3333333333333333,0.0,2.6666666666666665,1.0,1.0
2522,73f9db35,0,9.0,5.333333333333333,0.0,2.0,0.3333333333333333,3.3333333333333335,0.0,1.6666666666666667,0.0,0.6666666666666666,12.0,4.333333333333333,3.3333333333333335,0.0,5.666666666666667,5.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.6666666666666666,1.0
2523,e64f0aae,0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2524,fe93350e,1,10.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,17.0,1.0,5.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2525,2e558b75,0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2526,2acb112f,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2527,e89064f7,0,11.0,0.0,5.0,3.0,0.0,6.0,0.0,7.0,0.0,1.0,36.0,2.0,19.0,3.0,10.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2528,c9230963,0,11.0,0.0,18.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,49.0,4.0,35.0,1.0,4.0,11.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
2529,11007ddf,0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2530,bc1a5ba9,0,11.0,1.0,6.0,2.0,0.0,2.0,0.0,1.0,31.0,0.0,79.0,1.0,32.0,0.0,31.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2531,f3f8cb54,0,11.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2532,107ae006,0,10.0,7.0,1.0,8.0,0.0,2.0,0.0,3.0,6.0,0.0,8.0,7.0,14.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0
2533,5926783b,0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2534,3bf6381d,1,10.0,0.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,2.0,9.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2535,4bef7911,0,10.0,6.333333333333333,1.3333333333333333,0.3333333333333333,0.0,20.333333333333332,0.0,6.333333333333333,0.6666666666666666,0.0,47.666666666666664,4.333333333333333,39.0,0.3333333333333333,2.6666666666666665,6.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0
2536,5480121b,0,10.5,4.5,0.5,0.5,0.0,3.5,0.0,4.0,10.5,0.0,14.0,3.0,7.5,0.5,6.0,0.5,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0
2537,b8c003f9,0,11.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2538,16e8b186,0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2539,81a14b69,0,10.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,7.5,1.0,6.0,0.0,0.0,1.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2540,ed8abe28,0,11.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2541,da0501de,0,10.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,1.0,3.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2542,8dec6958,0,10.0,7.0,2.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,5.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2543,19a58f4e,0,10.5,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
2544,95e4f8e1,0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2545,ae42c631,0,9.5,16.0,1.0,1.5,0.0,13.0,0.5,0.0,8.0,0.0,14.0,5.5,7.5,0.0,2.5,5.5,0.0,0.5,2.0,1.5,0.5,1.0,0.0,0.0,0.0
2546,1fd68cfa,0,10.5,1.0,0.0,0.5,0.0,1.0,0.0,1.0,2.5,0.0,44.0,7.0,30.0,0.0,5.0,9.0,0.5,1.5,0.5,0.0,0.0,2.0,2.0,1.0,0.0
2547,31878b59,0,11.0,3.0,4.0,8.0,0.0,1.0,0.0,8.0,1.0,0.0,10.0,4.0,14.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
2548,0b98a347,0,10.0,1.0,0.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,0.0,1.0,10.0,0.0,5.666666666666667,2.0,5.666666666666667,0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
2549,82f63078,0,8.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2550,9d0020a9,0,11.0,5.0,4.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,57.0,3.0,23.0,0.0,25.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2551,5c1c209d,0,11.0,6.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2552,eb6c498c,0,9.0,2.8,6.6,2.0,0.2,19.8,0.0,0.2,0.0,0.4,229.2,14.8,143.0,4.4,28.0,55.4,0.6,2.0,2.0,2.4,2.2,2.4,1.6,2.2,1.0
2553,5d67f8b7,0,11.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,13.0,1.0,8.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2554,9474919f,0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2555,9320e317,0,11.0,1.0,8.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,9.0,4.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
2556,d25eae82,0,10.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,22.0,2.0,8.0,10.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2557,689cdc86,0,9.5,3.25,5.0,0.75,0.0,5.0,0.0,1.0,1.0,0.25,23.5,1.75,10.25,0.0,7.0,7.0,0.0,0.5,0.0,0.5,0.5,0.25,0.0,0.0,0.0
2558,07d6e133,0,11.0,1.0,11.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,17.0,2.0,11.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2559,48c6458b,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2560,a81965c7,0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2561,05947543,0,11.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2562,696cd700,0,11.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2563,0d13faa5,0,10.5,4.0,4.5,0.5,0.0,4.0,0.0,3.0,0.0,0.0,27.0,4.0,12.0,0.0,5.0,10.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,0.0
2564,a008b5c4,0,11.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,4.0,0.0,7.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2565,35c33a43,0,10.5,2.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.5,2.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0
2566,d0cdd469,0,11.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2567,cf34986f,0,9.5,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,1.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
2568,b36d70b3,0,11.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2569,87e743d9,0,11.0,1.0,32.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,97.0,9.0,33.0,3.0,44.0,18.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0
2570,7d182bd2,0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2571,812b24ba,0,11.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,8.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
2572,ce5b8169,0,11.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2573,7b783fe3,0,11.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,12.0,1.0,4.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2574,70b8996c,0,8.0,2.0,1.0,0.0,0.0,3.5,0.0,0.5,0.0,1.0,6.5,4.5,3.0,0.0,3.0,0.5,0.0,1.0,0.5,0.0,2.0,0.0,0.0,1.0,0.0
2575,f68b9d1f,0,10.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,12.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2576,6ef2fd08,0,10.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2577,f60b77b6,0,9.5,2.0,6.75,1.0,0.0,2.5,0.0,2.0,7.0,1.0,64.75,5.75,20.25,0.0,25.25,20.25,0.0,0.5,1.5,1.75,1.0,0.0,0.0,1.0,0.0
2578,f39987b9,0,11.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,26.0,0.0,26.0,2.0,24.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2579,ecb95f36,0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2580,44a22223,0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2581,b62cc207,0,10.0,0.0,7.333333333333333,1.6666666666666667,0.0,6.666666666666667,0.0,0.0,1.0,0.6666666666666666,17.666666666666668,5.666666666666667,14.0,4.333333333333333,0.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0
2582,5bbcf046,0,10.0,3.3333333333333335,3.0,0.3333333333333333,0.0,6.666666666666667,0.0,9.0,8.0,0.0,10.333333333333334,3.3333333333333335,6.0,0.3333333333333333,1.3333333333333333,3.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0
2583,c494e2f3,0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2584,d14498ad,0,11.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,23.0,2.0,5.0,1.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2585,74b4b690,0,11.0,4.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2586,a03e65f9,0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,20.0,1.0,17.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2587,b33fae39,0,10.5,8.5,7.5,0.5,0.5,4.5,0.0,5.5,2.5,0.0,11.5,2.5,10.0,0.0,0.5,2.0,0.0,0.0,0.5,1.5,0.0,0.5,0.0,0.0,1.0
2588,10e74fd1,0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2589,f41e4a1b,0,8.666666666666666,3.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,3.0,2.6666666666666665,0.3333333333333333,12.333333333333334,2.6666666666666665,1.3333333333333333,1.3333333333333333,5.666666666666667,4.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0
2590,5f884a81,0,10.0,3.0,2.5,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.5,1.5,2.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0
2591,4fcccd67,0,10.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,16.0,1.0,5.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2592,956cdbe4,0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2593,5b03729d,0,10.5,0.5,0.5,0.5,0.0,2.0,0.0,1.0,0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2594,ae16b15b,0,11.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2595,ddc17269,0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2596,4176a02a,0,11.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2597,25a71f52,0,11.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,5.0,0.0,4.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2598,1f00f488,0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2599,4c657017,0,10.5,4.0,1.5,4.0,0.5,0.0,0.0,0.5,0.5,0.0,27.5,2.5,14.0,0.0,1.0,17.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2600,e80f4984,0,11.0,1.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,36.0,4.0,29.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
2601,e9d95ee0,0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2602,67734512,0,11.0,6.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,39.0,1.0,29.0,0.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2603,2d499909,0,10.5,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2604,a53dd5ef,0,11.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,2.0,1.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2605,99508410,0,10.0,13.0,1.0,2.0,0.0,10.0,0.0,9.0,0.0,0.0,27.0,9.0,4.0,0.0,13.0,12.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0
2606,3b40121a,0,11.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2607,d1219cff,0,11.0,12.0,1.0,1.0,0.0,11.0,0.0,8.0,0.0,0.0,19.0,4.0,12.0,1.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2608,8befb73a,1,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2609,fbd5e454,0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2610,ae44e48b,0,10.0,4.0,2.0,1.0,0.0,9.0,0.0,9.0,0.0,0.0,22.0,4.0,13.0,0.0,6.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
2611,a9511c5e,0,10.5,5.0,15.0,5.0,0.0,6.0,0.0,5.0,0.0,0.0,33.0,5.5,10.5,0.0,14.5,13.0,0.0,0.5,0.0,2.0,0.5,1.0,0.0,1.5,0.0
